INDEX,VEHICLE ID,LOCAL DATE,LOCAL TIME,LATITUDE,N/S,LONGITUDE,E/W
74,1,2014/12/7,8:00:59,39.986393,N,116.327209,E
75,1,2014/12/7,8:01:00,39.986313,N,116.327194,E
76,1,2014/12/7,8:01:01,39.98621,N,116.327179,E
77,1,2014/12/7,8:01:02,39.986099,N,116.327164,E
78,1,2014/12/7,8:01:03,39.985981,N,116.327164,E
79,1,2014/12/7,8:01:04,39.98587,N,116.327171,E
80,1,2014/12/7,8:01:05,39.985752,N,116.327202,E
81,1,2014/12/7,8:01:06,39.985645,N,116.327209,E
82,1,2014/12/7,8:01:07,39.985554,N,116.327217,E
83,1,2014/12/7,8:01:08,39.98547,N,116.327225,E
84,1,2014/12/7,8:01:09,39.985394,N,116.327232,E
85,1,2014/12/7,8:01:10,39.985321,N,116.327232,E
86,1,2014/12/7,8:01:11,39.985279,N,116.327232,E
87,1,2014/12/7,8:01:12,39.985256,N,116.327225,E
88,1,2014/12/7,8:01:13,39.985241,N,116.327209,E
89,1,2014/12/7,8:01:14,39.985233,N,116.327202,E
90,1,2014/12/7,8:01:15,39.985237,N,116.327202,E
91,1,2014/12/7,8:01:16,39.985226,N,116.327194,E
92,1,2014/12/7,8:01:17,39.985214,N,116.327187,E
93,1,2014/12/7,8:01:18,39.985214,N,116.327187,E
94,1,2014/12/7,8:01:19,39.985214,N,116.327179,E
95,1,2014/12/7,8:01:20,39.98521,N,116.327179,E
96,1,2014/12/7,8:01:21,39.985207,N,116.327179,E
97,1,2014/12/7,8:01:22,39.985207,N,116.327179,E
98,1,2014/12/7,8:01:23,39.985207,N,116.327179,E
99,1,2014/12/7,8:01:24,39.985207,N,116.327179,E
100,1,2014/12/7,8:01:25,39.985207,N,116.327179,E
101,1,2014/12/7,8:01:26,39.985207,N,116.327179,E
102,1,2014/12/7,8:01:27,39.985207,N,116.327179,E
103,1,2014/12/7,8:01:28,39.985207,N,116.327179,E
104,1,2014/12/7,8:01:29,39.985207,N,116.327179,E
105,1,2014/12/7,8:01:30,39.985207,N,116.327179,E
106,1,2014/12/7,8:01:31,39.985203,N,116.327179,E
107,1,2014/12/7,8:01:32,39.985203,N,116.327179,E
108,1,2014/12/7,8:01:33,39.985203,N,116.327179,E
109,1,2014/12/7,8:01:34,39.985199,N,116.327179,E
110,1,2014/12/7,8:01:35,39.985199,N,116.327179,E
111,1,2014/12/7,8:01:36,39.985199,N,116.327179,E
112,1,2014/12/7,8:01:37,39.985199,N,116.327179,E
113,1,2014/12/7,8:01:38,39.985199,N,116.327179,E
114,1,2014/12/7,8:01:39,39.985203,N,116.327179,E
115,1,2014/12/7,8:01:40,39.985203,N,116.327179,E
116,1,2014/12/7,8:01:41,39.985203,N,116.327179,E
117,1,2014/12/7,8:01:42,39.985199,N,116.327179,E
118,1,2014/12/7,8:01:43,39.985195,N,116.327179,E
119,1,2014/12/7,8:01:44,39.985168,N,116.327171,E
120,1,2014/12/7,8:01:45,39.98513,N,116.327171,E
121,1,2014/12/7,8:01:46,39.985077,N,116.327171,E
122,1,2014/12/7,8:01:47,39.985023,N,116.327171,E
123,1,2014/12/7,8:01:48,39.98497,N,116.327179,E
124,1,2014/12/7,8:01:49,39.984921,N,116.327171,E
125,1,2014/12/7,8:01:50,39.984871,N,116.327171,E
126,1,2014/12/7,8:01:51,39.98481,N,116.327187,E
127,1,2014/12/7,8:01:52,39.984749,N,116.327202,E
128,1,2014/12/7,8:01:53,39.984692,N,116.327217,E
129,1,2014/12/7,8:01:54,39.984638,N,116.32724,E
130,1,2014/12/7,8:01:55,39.9846,N,116.327255,E
131,1,2014/12/7,8:01:56,39.984558,N,116.327309,E
132,1,2014/12/7,8:01:57,39.984524,N,116.32737,E
133,1,2014/12/7,8:01:58,39.984509,N,116.327415,E
134,1,2014/12/7,8:01:59,39.984501,N,116.327484,E
135,1,2014/12/7,8:02:00,39.984501,N,116.327568,E
136,1,2014/12/7,8:02:01,39.984501,N,116.32766,E
137,1,2014/12/7,8:02:02,39.984512,N,116.327766,E
138,1,2014/12/7,8:02:03,39.984524,N,116.327896,E
139,1,2014/12/7,8:02:04,39.984535,N,116.328011,E
140,1,2014/12/7,8:02:05,39.98455,N,116.32814,E
141,1,2014/12/7,8:02:06,39.984554,N,116.328278,E
142,1,2014/12/7,8:02:07,39.984566,N,116.328423,E
143,1,2014/12/7,8:02:08,39.984577,N,116.328568,E
144,1,2014/12/7,8:02:09,39.984589,N,116.32872,E
145,1,2014/12/7,8:02:10,39.9846,N,116.328873,E
146,1,2014/12/7,8:02:11,39.984623,N,116.329033,E
147,1,2014/12/7,8:02:12,39.984615,N,116.329201,E
148,1,2014/12/7,8:02:13,39.984615,N,116.329376,E
149,1,2014/12/7,8:02:14,39.984623,N,116.329559,E
